Singikrak	pos	Northwest Cape on St. Lawrence Is.	"literally, ‘small tip’; see Map 7 in Appendices"
singilpayug-	pos	to tuck the laces of one’s boots in the top of the boots (due to being in a hurry)	singilpayukiinaghluni aanuq taayughqem ‘he just tucked his laces in his boot because of being in a rush and went out’
singiq	pos	bootlace; shoelace	No information given.
singlepegte-	pos	to limp	= senglepegte-
sinit	pos	personally; independently; alone	particle; ; ellnga sinit kiyaghneghwaaquq (kiyaghtaquq) ‘he lives alone’; ellngan sinitkesimaa uqigtuqaq qepghaqaq ‘he personally worked on a heavy (hard) task’
sipegte-	pos	"to strip the leaves from a stem; to remove liquid from an object (garment, skin, rope, etc.) by running it through the space between one's thumb and forefinger held together at the tips"	sipegtaa ‘he stripped it of leaves or liquid in this way’ / sipegmun ‘in a slipping or stripping way’
sipelaaghaq	pos	pigeon guillemot (Cepphus columba) 	No information given.
Sipenpak	pos	Seepanpak Lagoon on St. Lawrence Is.	see Map 6 in Appendices
sipera	pos	zipper	No information given.
sipetughii-	pos	to have a lot left over; to finish or arrive with time to spare	igleghalghiit aghneghmeng sipetughiigut takukameggnun kaalluteng ‘the travelers arrived at their destination with a lot of daylight still left’; nutaanllunguq unaghsimeng sipetughiimalghii mangteghangllalghii nunaaghmini ‘for the first time he had a lot of lumber left over when he was making a cabin at his camp’
sipitek	pos	two related fish	Chukotkan (R); exact meaning undetermined
sipsaq	pos	hip	No information given.
siqagh-	pos	to remove the frilly sides of a certain kind of kelp	siqaghtuq ‘he removed the sides from kelp’; siqaghaa ‘he removed the sides from it’ /
siqaghaghte-	pos	to accidently cut or scrape one’s hand or arm or the like	No information given.
siqallghaq	pos	rag used to wipe spills	"used in the plural, siqallghat, for one such rag; kuvulleq siqallghaneng sangighquumakanga ‘she wiped the spill with the rag’"
siqfallag-	pos	to splash	"qagit angliyalghiimeng sama siqfallagaqut ‘since the waves got bigger, they are splashing down there’"
siqi-	pos	to splash on (him/it)	qaltak kuvqaghllukek aghnaghaghhaq siqii ‘she spilled the bucket of water and splashed on the little girl’
siqineghllugu-	pos	for it to be sunny	siqineghlluguuq ‘it is sunny’
siqineq	pos	the sun	"siqineq nighugtuq ‘the sun is bright’; Siqineq piinneghani nanevgaat aanleghaataqut aghnalqwaaghet unegtaqut. ‘When the sun rises, the old men go out and the old women stay behind.’ (UNGIPAGHAGH. 48); Katam siqineq tevighyan mekelghiiq qemimeng ukigumalghii… . ‘When the sun set the boy went down the hill.’ (UNGIPAGHAGH. 161)"
siqinghuugh-	pos	to get sunny	No information given.
siqinghwaaq	pos	glass; broken glass	sigiqelleq siqinghwaaq kiliisiqumakanga eflughwaaghluku ‘she got a cut from the broken glass when she ran her hand over it’
siqinitagha-	pos	to squint from the brightness of the sun	No information given.
siqite-	pos	to splash (it) out	siqitaa ‘he splashed it out’ /
siqlugaghqu-	pos	to take out meat from an underground cellar	"Ugingan pimakanga, ""Iyataghtunga, siqlugaghqu."" ‘He husband said to her, “I’m hungry, go get some meat from the cellar.”’ (AYUM. UNGIP. I:20)"
Siqlugaghyaget	pos	old village site in southern part of present-day Gambell	"literally, ‘numerous underground meat caches’; see Map 7 in Appendices; "
siqlugaq	pos	underground meat cellar; hold of a ship	"Siqlugalwaaqsaghtukut, maaten siqlugapagiisimaaq. ‘We used to have underground meat cellars, but now the underground meat cellar is a thing of the past.’ (MRS. DELLA W. 10)"
siqlugiigh-	pos	to take out special meat from the cellar  for a feast	No information given.
siqlugiiqaq	pos	special meat stored in the cellar for a feast	No information given.
Siqlugmii(t)	pos	a particular clan	No information given.
Siqluk	pos	former village on Yttygran Is. in Chukotkan and Yttygran Is. itself	see Map 3 in Appendices; cf. siqlugaq
siqni-	pos	to covet something; to be envious	"siqniiq ‘he covets something’, ‘he is envious’; siqnii ‘he covets it’ /"
siqsimi-	pos	to refrain from doing something in hopes or with the expectation that another will do it; to leave a task for someone else	"sangwaa qepghaghyaghqaq siqsimim qenwat uglaghighllagtuq ‘the things to do became many on account of one’s waiting for someone to do them’; siqsimifqaafsi piighaghtaghaqitek ‘don’t wait for someone (else) to do it, (youpl) do it immediately’; siqsimim qenwat uglaaghighllagtuq sangwaa qepghaghyaghqaq ‘on account of waiting for someone else to do it, the work has piled up’"
Siquvek	pos	Seakoovook Bay on St. Lawrence Is.	see Map 5 in Appendices
siraq	pos	tip of harpoon	Chukotkan (R)
sisaawi-	pos	to sense; to surmise; to understand	sisaawiiq ‘he sensed something’ /
sisaawike-	pos	to figure (it) out; to sense (it); to surmise concerning (it)	sisaawikaa ‘he figured it out’
sisaawiketagh-	pos	to be quick-witted; to be perceptive	No information given.
sisaawisaghagh-	pos	to give hints	No information given.
sisela	pos	chisel	Chukotkan
siseru	pos	sausage of reindeer gut filled with fat	No information given.
sitegh-	pos	to patch a skin boat	siitghaa ‘he patched it’ /
siteguq	pos	sinew from front leg of reindeer	Chukotkan (R)
siteq	pos	patch on skin boat	siitgha ‘its patch’
sitevaq	pos	raw sea mammal meat eaten with plant roots and blubber	sitevat pinilghiit kuyagem kemekragi samun tangimun ‘meat from the upper part of the backbone of seal is good to be eaten raw with plant roots and blubber’
sitiiwen	pos	with certainty; as compensation	particle
Sitilaq	pos	Siteeluk Bay on St. Lawrence Is.	see Map 4 in Appendices
sivaaghtuqaq	pos	squirrel	No information given.
sivaaq	pos	molar	No information given.
Sivaaq	pos	Sevak Camp on St. Lawrence Is.	"see Map 6 in Appendices; used in the plural, Sivaaghet, for the surrounding around"
sivillagte-	pos	to splash (it)	qaltak meghmeng imalgek kuufqaghllukek kameraaghqek sivillagtaak ‘she accidentally spilled the bucket of water and splashed on his shoes’; mekelghiighhaak pugimaallghiik nenglaasimaagmek sivillagtaghtuk ‘the little boys that are swimming are laughing splashing about’
sivu	pos	front; bow of boat; time before; face of something	angyam sivunga ‘the front of the boat’; sivungani ‘before it’
sivug-	pos	head tilted up	postural root; sivugtuq ‘he tilted up his (own) head’; sivugtaa ‘he tilted up his (another's) head’; sivugngaaq ‘he has his head tilted up’
sivugh-	pos	to wring out	sivughaa ‘he wrung it out’ / sivughiiq ‘he wrung out something’; siqallghani sivughaa ‘she wrung out her washrag’
sivughaq	pos	edible plant stored in oil for winter	Chukotkan; exact identification not known
sivughisiq	pos	wringer	"used in the dual, sivughisik, for one wringer (with its two rollers)"
Sivughqa	pos	site east of Cape Stoletiia in Chukotka	see Map 2 in Appendices
Sivugnaa	pos	Seevoonah Mt. on St. Lawrence Is.	see Map 6 in Appendices
Sivugnaq	pos	site on the coast east of Gambell	see Map 7 in Appendices
sivuke-	pos	"to do, be or occur first"	"usually used in the subordinative agreeing in regard to transitivity with the main verb;  Sivukluku Ayngera ugiksaqanga, Paallengetaq panikluku. ‘First she had a husband, Ayngera, and Paallengetaq was their daughter.’ (SIVUQ. NANGAGH. 2:20); Sivukluninguq Tapghukun nelikaaftuq. ‘First, they say, he made his home at Tapghuq.’ (SIVUQ. NANGAGH. 2:26); Kiinghagu, sivukluteng kiiwet pingaghtuutaqut. ‘Whenever it was summer, first the rivers would all melt.’ (MRS. DELLA W. 6); Enkaam sivukluku Ungazighmiim nelikaqsaqanga maana Sivungaq, Mayukaam. ‘And first to settle in Savoonga was the Siberian, Mayukaq.’ (SIVUQ. NANGAGH. 2:2); Sivukeghpigaghlunga liisalghiinga …. ‘When became aware of things for the very first time ….’ (SIVUQ. NANGAGH. 2:130)"
sivukun	pos	at first	particle
sivulii-	pos	to be the first one	sivuliiguq ‘he is the first one’ /
Sivulin	pos	projection of land into lagoon from barrier isthmus toward east end of Koozata Lagoon on St. Lawrence Is.	see Map 5 in Appendices
Sivuliq aghneq	pos	Sunday	"so called because Sunday is the first day of the week; Sivulighpigaghmi aghneghani santillghem, unaangupiglluku, …. ‘Very early on Sunday morning, ….’ (Luke 24.1)"
sivuliq*	pos	first one; front; one before; predecessor	taam qikmim sivulii qilugyuneghtuyaghtuq ‘the one coming in front of that dog barks a lot’; qikmighaghhaam itegaan siulii qateghtut ‘the puppy’s front paws are white’
sivullagh-	pos	to go ahead of time	No information given.
sivullaghqugh-	pos	to lead; to be the leader	No information given.
sivullgaagh-	pos	to go ahead of others	"esavghalghiit angyat angyallightengit sivullgaaghaqut ‘when crews pull their boats on ice, the captain is in front of the boat’"
sivullgaagh-	pos	to start out before the others	No information given.
sivullgaghtagh-	pos	to interrupt others talking	No information given.
sivullughquun	pos	food that is eaten first; first course at a meal	"neghnaqelghiini sivukluki neghyaghqat maghyaghqelliitmeng nalighmen sivullughquutmeng aatqelghiit ‘at meal time, the food that is eaten first is called the “lead course” or the “first course”’"
Sivulqut	pos	Cape Sivolkut in Chukotka	see Map 3 in Appendices
sivuneq	pos	ancestor; predecessor; previous times	sivunghi ‘his ancestors’ or ‘his predecessors’; … sivunghet tuqlughaqluki tagilaghaatesqelluki kenghem asinganun neghesnaqniluki eghqwaaghaqegkangit.  ‘… they called to the ancestors (in the nether world) telling them to underneath the fire so that they could feed them in ceremony of making food offerings.’ (SIVUQ. NANGAGH. 1:242); sivunghani ‘in previous times’
Sivungaq*	pos	Savoonga	Sivungaghmi ‘at Savoonga’; Sivungaghmiit ‘the people of Savoonga’; see Map 5 in Appendices
sivungigh-	pos	to get ahead of	ivaghiniightem sivungiimaa nanevgaq yuliimaa pinilghii anglu ‘the hunter got ahead of the old man and took the good fishing hole’
sivungiite-	pos	to get to (it) ahead of others	tepaq sivungiitaa qaviitutmineng ‘he got to the edible sealife that had drifted onto the seashore ahead of the others since he wakes up early’; nunavaget sivungiitiit sukatutmeggneng ‘they got to the walruses on the ice ahead of the others due to their speed’
Sivuqaa	pos	Northeast Cape on St. Lawrence Is.	see Map 6 in Appendices
Sivuqaan	pos	Camp Kulowiye and Seevookhan Mt. at the eastern end of St. Lawrence Is.	see Map 6 in Appendices
Sivuqaq	pos	Gambell; St. Lawrence Island	"Sivuqami ‘at Gambell’ or ‘at St. Lawrence Is.’; Sivuqaghmiit or Sivuqaghhmiit ‘the people of Gambell’ or ‘St. Lawrence Islanders’; Sivuqagh(h)miitestun ‘in the language of St. Lawrence Island’ or ‘in the dialect of St. Lawrence Island (as opposed to Chukotka)’; Qiighqaq esghaqaaluni llangaqa qetkaq inglupigaghmeng iiggmeng, enkaam aatqaa Sivuqaq, Ulimaghistem sivuqaa. The Island looks as if it had been squeezed with one hand, and it has the name “Sivuqaq”, the one wrung out by the Creator.’ (KALLAG. 8); see Map 7 in Appendices"
sivuqliq*	pos	first one; front one; neighbor	No information given.
sivutmun	pos	frontwards; foreward	No information given.
sivuughagh-	pos	to feel overwhelmed; to feel hesitant; to be apprehensive; to feel defeated	"sivuughaghtuq ‘he feels he cannot go on’ / sivuughaatkaa or sivuughaasiqaa ‘he feels he cannot go on because of it, with it, or for her’; Sivuughaqestaghngaamkun quyngiqa naavyighnayukan pingayiitaqa. ‘Even though I was hesitant about it fearing that my reindeer might get tired out, I put a third load on them.’ (SIVUQ. NANGAGH. 2:78); sivuughaghnaq ‘a person or thing that makes one feel that he cannot proceed as one would like, such as a sick person who shouldn’t be left alone’"
sivuyagta	pos	striker; man at bow of boat who spots and spears game; harpooner	No information given.
sivuyak	pos	"bow, specifically of boat"	No information given.
"siwaaru, siwaaraaq"	pos	gray; grayish red	"Chukotkan; Quyaaq Ukaziq. Taagken kenlanga Ukazim simighaqaa melquni: uksumi – qateghtaqaa, kiigmi – siwaaghungughtaqaa. ‘Hare was happy. From then on Hare would change his fur: in winter he’d become white, and in summer he’d become grayish red.’ (AANGHHAQ 37)"
suflitagh-	pos	lying on stomach	"postural root; suflitaghtuq ‘he lay down on his stomach’; suflitaghtaa ‘he lay her on her stomach’; suflitaghngaaq ‘he is lying on his stomach’; Taagken kaallutek esghaamakangak suflitaghmi. ‘Then, when they2 arrived, lying on her stomach she saw them2.’ (UNGAZ. UNGIP. 73)"
suflitaghtagh-	pos	to lie around on one’s stomach	No information given.
"suflu, sufluq"	pos	tube; cavity; cave	"suflunga or suflaa ‘its tube, cavity’; Sukilpaat suflumi ighnikayuget. ‘Auklets lay eggs in the cavities between rocks.’ (SLI JR. DICT. 153); cf. sufluk"
suflugagh-	pos	to shoot (a gun)	Chukotkan (R)
suflugaghwaaq	pos	pistol	No information given.
suflugaq	pos	gun; rifle	No information given.
suflughtaq	pos	blue king crab (Paralithodes platypus)	No information given.
suflugpak	pos	horn (as of a car); factory whistle	Chukotkan (R); = seflugpak
suflugrak	pos	tube; gun barrel; pipe (for liquid); hose	No information given.
sufluk	pos	chimney; stovepipe	"Suflugkat sangwaat, egllukaghqameng Pedersen tagitkayugulghii saagngalghiimeng, galvanize-et sangwaat egllukaghqaghllaget entaqun whaten plywood-estun angkalghiit. ‘Petersen brough material for stovepipes and stoves, galvanized sheets the size of a piece of plywood.’(SIVUQ. NANGAGH. 2:70); cf. suflu"
suflungumalghii	pos	cavity in tooth	No information given.
sufluqaghte-	pos	to pierce through	"maklak naasqwakun guulluku, sufluqaghsimalghii ghhuuq ‘he shot the bearded seal on the head, and the bullet went all the way through’; = sefluqaghte-"
sugag-	pos	to feel offended	sugagtuq’ he felt offened’ / sugagtestaa ‘he offended her’; sugakaa ‘he felt offended on account of it or for him’
sugake-	pos	to feel offended on account of (it) or for (him)	sugakaa ‘he feels offended on account of it or for him’ /
sugenreq	pos	strong current	"Seghleghhalek seghleghunaqukut, ingavek atneghaanun lliiqumta sugenreghmun, ukut nayumta unilleqiinkut. ‘It’s going to be bad for us if we get into the strong current at the cape, as those [ice floes protecting us] will go away from us.’ (SIVUQ. NANGAGH. 2:122)"
suggutaq	pos	strap for dragging dead animals	Chukotkan (R)
sughma	pos	chess; checkers	No information given.
sughma-	pos	to play chess or checkers	No information given.
sughmavik	pos	checkerboard patterned cloth or other surface; plaid	No information given.
Sughmeghaat	pos	Soomeghat on St. Lawrence Is.	see Map 6 in Appendices
sughmeghaq	pos	red phalarope (Phalaropus fulicarius)	No information given.
sughmetku-	pos	to fix rough spots on a reindeer skin after tanning it	Chukotkan (R)
sughraaghwtaq	pos	shooting star (a flowering plant)(Dodecatheon fridgidum)	No information given.
sughu	pos	woman's wind-parka made of dried walrus gut decorated with reddened strips of unborn seal skin	"used in the plural, sughut, or dual, sughuk, for one such wind-parka"
sughug-	pos	to attack (of animals or people); to chase; to charge	sughugtuq (or sughugiiq) ‘it attacked someone’; sughugaa ‘it attacked him’ / kayngeghllagem sughugtughaa ‘a great big brown bear chased after him’
sughukaq	pos	guest at festival; attacker	Chukotkan (V&E)
sugighpagtagh-	pos	to develop red blotches due to emotion (of face)	sugagniighem repall gginaa sugighpagtaghtuq ‘he got so offended that his face developed red blotches’
sugllekegte-	pos	"to slightly hit, touch or scratch; to graze (of thrown thing)"	taghnughhaat milughmigulluteng naasqwakun sugllekegtemmeng miluumakanga uyghagmeng ‘the children were throwing rocks at each other and one was grazed on his head’; llaaghinaannguq sugllekegtemmeng unakumaa ‘good thing he hit it slightly’
sugri-	pos	to get discolored (red or blue) around the mouth due to cold	No information given.
sugriitaan	pos	additional strap on boot (the loop for it is sewn on the front part of the sole)	Chukotkan (R)
sugrugiitaq	pos	dog muzzle	No information given.
sugrugmighqu-	pos	to poke in the snout	Chukotkan (R)
sugrugta	pos	bridle	Chukotkan (R)
sugrugtaq	pos	one with a long muzzle; animal with a long snout; person with a long nose	Chukotkan (R)
sugruk	pos	beak; bill; snout	sugrugek ‘beak or snout including lower and upper parts’; qikmim sugrugmineng tenpaaqwaanga aanaluni ‘the dog nudged me with its snout when it wanted to go out’
sugtuvak	pos	whimbrel (Numenius phaeopus)	No information given.
sugugte-	pos	to go ashore; to stop ashore when traveling by boat	"Taakwagun suguglluteng, yugita angaghqughaqegkangit. ‘After they went ashore the men would take [their things up].’ (SIVUQ. NANGAGH. 3:40)"
sugukelengiiq1	pos	mosquito	"cf. sugukelengiiq2, which may actaually be the same word with a figurative meaning "
sugukelengiiq2	pos	"temporary tent made from oars covered with skins, used by boat travelers when caught in a storm"	"cf. sugukelengiiq1, which may actually be the same word with its literal meaning "
sugupak	pos	nostril area of animal (especially sea mammal); upper lip area extending to the nostrils	"Uka mayughlaataghtuq, nuuglaataghaa sugupagem. ‘It came up; the nostrils of a sea mammal [a seal] poked through again.’ (AKIINGQWAGH. 86)"
sugute-	pos	to put boat up on land or ice for a little while traveling 	Sivungaghtat angyat taakwani tumemi Tapghukun sugugtut ‘the boat going to Savoonga stopped at Tapghuk for a little while on the way’
suka-	pos	No information given.	"root; > sukaghhalek, sukaghi-, sukaghllak, sukalqaq, sukangiite-, sakangite-, sukate-, sukera-"
sukaghhalek	pos	so fast!	exclamatory particle
sukaghi-	pos	to become fast	sukaghiiq ‘he/it became fast’ / Llaaghanwha sukaghimalghii saama iknaqughimalghii. ‘Consequently he had become fast and strong.’ (UNGIPAGHAGH. 67)
sukaghllak	pos	very fast thing	Tengegkayugem veghakek uzivlutek sukaghllaguuk. ‘The airplane’s propellers turn fast.’ (SLI JR. DICT. 174)
sukallaagh-	pos	to tell one to hurry	"angyaghnaqelghiit yugteng sukallaaghaat kinguqaataqnayukangisteng ‘when the boat was about to go out, they told one of their crew members to hurry so they won’t be late for the game’"
sukalqaq	pos	fast runner	No information given.
sukanghagh-	pos	to race; to speed along; to rush	Chukotkan (R); ellnga sukanghaghaquq llangaqa ‘he seems to be rushing along’
sukangiite-	pos	to slow down	"sukangiituq ‘it is slowing down, has slowed down’ /"
sukangite-	pos	to be slow	sukangituq ‘it is slow’ / sukangilluni (or sukangunani) ‘being slow’)
sukate-	pos	to go or be fast	sukatuq ‘it/he is going fast’ or ‘he does things fast’/ sukalnguq ‘the fast one’; sukallghat ‘the fastest of them’
sukera-	pos	to hurry; to be going very fast	"sukeraaq ‘he is hurrying ‘/ Naayvamun sukeraaqukut atghiinemta, nenglaamaamta, ilaagaamaamta, … ‘We would go faster and faster down to the lake, laughing and singing, …” (KALLAGNEGHET 40)"
sukeraragkiigh-	pos	to go extremely fast	No information given.
sukilpaq*	pos	crested auklet (Aethia cristatella)	sukilpaat ‘crested auklets’
sukite-	pos	to get a splinter in one's flesh	sukituq ‘he got a splinter’ /
sukitun	pos	splinter	No information given.
suklugraq	pos	parakeet auklet (Cyclorrhynchus psittacula)	No information given.
suksugtaq	pos	primus or similar pressure stove	"used in the dual, suksugtak, for one stove"
suksuk	pos	grating or hissing noise as of waves on gravel beach	No information given.
sulaawi-	pos	to be fatigued from lack of rest or from strenuous work; to get tired	"qavapanghitem sulaawiiq ‘he felt fatigued from lack of sleep’; qepghaqani sulaawinapiggniiqaa uqigtuqameng kevaghqu ‘he says his job made him fatigued from lifting things’; sulaawiyami meghnaaliiq ‘when he got tired, he rested’"
Sulaay	pos	Independence Day (4th of July)	No information given.
sulemsa	pos	elderly disabled person	Chukotkan (R)
sulleve-	pos	to tear further; to unravel; to come undone at seam	cf. sumlleghaghte-; qulliraaghem segesqwan piillgha wata sullevuq ‘the tear on the pants knee is getting ever larger’
sullevneghhalek	pos	so inconsiderate!	No information given.
sullevneq	pos	mischievous person; one who hurts others through sorcery; inconsiderate person	cf. sulleve-
sullevniqe-	pos	to be mischievous; to be destructive	No information given.
sulughhaghte-	pos	to whip	No information given.
sulugtagh-	pos	for wind to howl (especially blowing through cracks)	sulugtaghtuq ‘the wind howled (through the cracks)’
suluk	pos	sound or noise of wind (blowing through cracks)	No information given.
sulungaq	pos	crest on auklet	used for parka decoration
"sumae, sumeq"	pos	idea; thought	sumemni ‘in my thinking’
Sumeghaat	pos	Soomeghat Mtn. on St. Lawrence Is.	see Map 6 in Appendices
sumeghiighte-	pos	to worry	sumeghiightuq ‘he is worried’ /
sumeghmike-	pos	to think about; to have (it) on one's mind	"sumeghmikaa ‘he has it on his mind, in his thoughts’ /"
sumeghmiqe-	pos	to cause (him) to worry	No information given.
sumeghneq	pos	thought; idea	No information given.
sumeghniqe-	pos	to think about something; to try to figure something out	sumeghniquq ‘he thought and thought about something’ /
sumeghtaghagh-	pos	to think	sumeghtaghaghtuq ‘he thought’ / sumeghtaghaatkaa ‘he thought about it’; sameng sumeghtaghaghaqsin? ‘what are you thinking (about)?’; sumeghtaghaghaqunga pinighniluku ‘I think it is good’
sumeghte-	pos	to worry; to be concerned; to plan to do something about the object of one's worry; to try to decide	"sumeghtuq ‘he is worried’, ‘he is trying to decide’ / suumghutkaa ‘he is concerned about it, thinking seriously concerning it’; sumeghtuq kiikun Sivuqaghhnaluni ‘she though seriously about going to Gambell this coming summer’"
sumeghyali-	pos	to have a lot on one's mind; to worry	"sumeghyaliiq ‘he has a lot on his mind’, ‘he is worrying’ / sumeghyalitkaa ‘he is seriously thinking about it’"
sumlleghaghte-	pos	to split (especially along a seam)	sumlleghaghtuq ‘it split’; sumlleghaghtaa ‘he split it’ / cf. sulleve-
"suna1, sunami"	pos	suddenly; unexpectedly	"particle; iiskughtaqaghut kaatelgheghqaa sunami taana aliighwaaghta aagken ‘we were watching for his arrival when suddenly we saw him coming from the other direction’; Aghnaghaghhaq mengteghami iitughumalmaluku suna iitghaghsimalghii qawaamsighaq. ‘When the little girl was inside the house, unexepectedly a little birdie suddenly came in.’ (AANGHHAQ 29)"
suna2	pos	soil; dirt; earth	"cf. nuna; Aaneqeghlluni, aglaamaluni riigteminun, aqsamuggaa sunam nevegllagumakanga. ‘After he suddenly went out, while he was going home to his den, the soil clung in a major way to his little belly.’ (IGHSANI. AFSENG.  13)"
sunanguq	pos	I hope so	particle
sungaghaghqwaa-	pos	to blush	No information given.
sungaghate-	pos	to be rosy-cheeked	No information given.
sungaghni	pos	bitter taste	No information given.
sungaghteqe-	pos	"to redden from embaressment, rage, or exertion"	sungaghtequq ‘he became red’ / sungaghteqestaa ‘he made her get red with embaressment or rage’; usuqluku sungaghteqestaa ‘he got her red by praising her’
sungaghwaaq	pos	breastbone	cf. sungaq
sungaghyaak	pos	greenish or bluish color or thing	No information given.
sungaghyug-	pos	to be bluish or greenish in color	No information given.
sungaghyuk	pos	blue color or thing; green color or thing	No information given.
sungaghyukegte-	pos	to be bright blue or green	No information given.
sungalghutaq	pos	bead container	"used in the dual, sungalghutak, for one bead container"
sungamteqe-	pos	"to redden from embaressment, rage, or exertion"	kayngumiqluni sungamtequq ‘she became red from embarassment’ 
sungaq*	pos	bile; bead; beaded necklace	"probably originally bile, with the bead meaning coming from the bluish color of (early) trade beads; sungaanka ‘my beaded necklace’"
sungaqeltaghaq	pos	shot (as used in shotgun); small bead	Chukotkan (R)
sungghanagh-	pos	to do things fast; to be frenetic	"sungghanalghiit yuget qepghaghtet pinilghiit ‘people who work fast are good’; qikmiinguq sivukluni sungghanaghqwaaluni suumumalghii ‘his dog first became frenetic, and then it got rabid’"
sungghanagh-	pos	to be full of energy; to be excited and ready to act	"Qiinghaghsalghiimi imani sungghanaghtuq ""Aglaghtuunnaqukut!"" ‘When he looked in he was jaunty (saying), “We’re going home!” (SIVUQ. NANGAGH. 3:42); sungghaniquq ‘he’s acting (or acted) energetically’"
sungghanaq	pos	"active, energetic person"	No information given.
sunggharuug-	pos	to become very active	cf. sungghanagh-
sungite-	pos	to feel bitter (including both emotionally and physically as when one tastes something bitter)	No information given.
sunglug-	pos	to fold or bend in as in forming an indentation; to cave in	"sunglugtuq ‘it folded in’, ‘it caved in’ / sunglugtaa ‘he folded or bent it in’; sunglugtestaa ‘he made it fold or bend in’"
sungyuk1	pos	noise or sound of wind or water; roaring sound; whistling sound made by one breathing loudly in sleep	No information given.
sungyuk2	pos	wake left on surface of water	Chukotkan (R)
supag-	pos	tilted; slanted; leaning; at an angle	"postural root; mayughaatak supagmun ayaqighllutek ayuquk ‘the ladder is slanted against something’; naparakeggtepigtuk yeghrat supagtaghaghqek ‘it is too vertical, you should put it more at an angle’"
supaqak	pos	pants of reindeer skin with the fur out	Chukotkan (R); this is a dual; the singular would be supuqaq
supe-	pos	No information given.	"root; > suupe-, supelghaq, supugh-, supuk"
supeg-	pos	to shoot repeatedly	"nunavaget kaalluki supegyaqmegteki nutem qafsinat unegtiit ‘they got to a herd of walrus on the ice and left a few of them when they shot repeatedly at them’; ilangita angyat suupgitgun ateghaatut ‘even though the other boat shot repeatedly at them, they all got away’"
supelghagh-	pos	to partially dry in the breeze; air out	"supelghaghtuq ‘it is drying, or it dried, in the breeze’; supelghaghaa ‘it (wind) is drying it, or dried, it’ /"
supelghaq	pos	breeze	No information given.
supug-	pos	to be drafty	No information given.
supugh-	pos	to blow repeatedly or constantly	No information given.
supughaate-	pos	to blow away a hurt	"when a child (especially) gets hurt, an adult may inhale the “hurt” and blow it out into the air saying ‘ufaay’; tagi supughaallakun ‘come, let me blow it (the hurt) away’"
supughragh-	pos	to blow repeatedly	No information given.
supughraq	pos	harmonica	"used in the dual, supughrak, for one harmonica"
supuk	pos	draft (as of cold air)	No information given.
suqaghnalke-	pos	to run over with a sled	No information given.
suqaghneghqaq	pos	"sled runner material, traditionally baleen (also walrus tusk or hardwood)"	No information given.
suqaghneq	pos	sled runner base	No information given.
suqaq*	pos	baleen	"Tamaani salin qawaagniighusiq allgeghlaallghilluku neghighluku tamakut atughaqegkangit negaghat, suqaghmeng ulimaaghet metghaghmun atut. ‘At that time there weren’t many shotguns around so they’d use snares made of baleen to catch eiders.’ (SIVUQ. NANGAGH. 1:140); Tamaani pingwaaghhiinaat aklungillghi … America-m angyaghpaganeng tukfighikayuget, suqaghmeng, tugutmeng kaanneghata tespamavek. ‘At that time only the well to do were able to carry on trade in baleen and ivory with American ships whenever they  came.’ (SIVUQ. NANGAGH. 2:200); cf. suughqaq"
suqi-	pos	to remove the baleen from a whale	salin suqingigataat ‘they haven’t removed the baleen yet’; suqiluteng nengiitut ‘they took off the baleen and divided everything among the crews’
Suqitughnak	pos	river that flows out near Qitnegaq Pt. on St. Lawrence Is.	see Map 6 in Appendices
suqlak	pos	Alpine bistort (Polygonum viviparum) ; pink plumes (Polygonum bistorta)	refers especially to the edible root
suqlamengestaq	pos	pink plumes or bistort (Polygonum bistorta)	No information given.
suqlawaaq	pos	common bistort (Polygonum viviparum L.) 	No information given.
suqlugh-	pos	crumpled; folded in to narow an opening; bent	"postural root; suqlughtuq ‘it got bent’; suqlughtaa ‘he bent it’; suqlughngaaq ‘it is bent’; Tamaa copper-et, legan taakwavek suqlughlluki, wayameng sameng, wayaghtuftuqlu copper-meng tamaa. Sufluget taaqiit. ‘There was copper [sheeting] there, and so [they] bent it around, and bound it with some sort of wire, copper wire. They finished the stove pipes [that way].’ (SIVUQ. NANGAGH. 2:166)"
suqlughneq	pos	bend (bent thing or area)	No information given.
suqluneq	pos	canyon; gully	"used in the dual, suqlunghek, for one canyon or gully; Yataaghqelluni estuyalghiimi anigukun suqlunghegnekun taakwagun meghmun agigngalghiignekun. ‘After getting ready he slid down on the snow down the gully that led to the water.’ (KALLAG. 19); = suqlunqaq"
suqlunqaq	pos	canyon; gully	"used in the dual, suqlunqak, for one canyon or gully; = suqluneq"
suqsuq	pos	sound or noise of splashing or gurgling of water	naaptaq iqalluk suqsughtaghtuq ‘the fish that was caught in the net is splashing around’; kiiyeghwaaghem suqsukek nagaqughagka ‘I hear the gurgling of the stream’
suug-	pos	person	"root; > suuglliqe-, suuglluk; cf. yuk"
suugerngae	pos	"curtain partitioning off the aagra (q.v.), the insulated inner room in the mangteghapik (q.v.), the traditional dome-shaped house"	made of tanned caribou or reindeer hide
suugh-	pos	to be murky; to be muddy (of water); to be strong (of tea or coffee); to be off-white in color	"suughtuq ‘it is murky’, ‘it is off white’ / suuqan ‘if it is murky’"
suughaq*	pos	blueberry (Vaccinium uliginosum)	No information given.
suughite-	pos	to be clear; to be weak (of tea)	No information given.
suughmelnguq*	pos	muddy or murky water; cloudy liquid	No information given.
suughneghiite-	pos	to turn pale	"Chukotkan (R, V&E)"
